"","X","year","semi_final","semi_draw_position","final_draw_position","country","artist_name","song_name","language","style","gender","main_singers","final_televote_points","final_jury_points","final_televote_votes","final_jury_votes","final_place","lyrics","youtube_url"
"179",284,2016,"-","-",25,"United Kingdom","Joe and Jake","You're Not Alone","English","Pop","Male",2,8,54,3,10,24,"Heartbeat, when you're not around is beating slow\nAnd it's something that I've never known, o-oh\nI'll be, I'll be the answer you've been waiting for\nI'll be the truth you've been looking for, o-oh\n\nYou're not alone, we're in this together\nAll that you want, is right here forever\nAnd they don't need to know (o-oh),\nAnd they don't need to know.\n\nYou're not alone, we're in this together\nAll that you want, I'm right here forever\nAnd they don't need to know (o-oh),\nAnd they don't need to know.\n\nYou're free, free to let go 'cos I'll be here for you\nAnd when you fall I'll be your parachute, o-oh\nI, I, I, feel like I'm dancing in the sky-y-y\nI come alive when I'm with you, I come alive when I'm with you\n\nYou're not alone, we're in this together\nAll that you want, is right here forever\nAnd they don't need to know (o-oh),\nAnd they don't need to know.\n\nI, I, I, feel like I'm dancing in the sky-y-y\nI come alive when I'm with you, I come alive when I'm with you\n\nDon't speak, your smile tells me all I need to know\nYour eyes show me where I want to go, o-oh\n\nYou're not alone, we're in this together\nAll that you want, is right here forever\nAnd they don't need to know (o-oh),\nAnd they don't need to know.\n\nI, I, I, feel like I'm dancing in the sky-y-y\nI come alive when I'm with you, I come alive when I'm with you.","https://youtube.com/watch?v=XgGahKsBtts"
"180",286,2015,"1","2",6,"Armenia","Genealogy","Face the Shadow","English","Pop","Mix",6,15,77,11,4,16,"We find so many ways of fooling our heart\nPlaying too many games, trying to hide\nWhen you follow your dream, surrender the sorrow inside\nFace every shadow you deny\n\nFeels like so many times life was unfair\nWill you run and forget all the despair?\nIf it’s breaking you down, remember the power inside\nFace every shadow you deny\n\nTime is ticking and you keep thinking\nThat you are tricking your heart\n\nSo don’t deny\nEver, don’t deny\nBaby, don’t deny\nYou and I\n\nAcross the ocean of blues happy you’ll be\nOnce you’ve risen you are meant to be free\nWhen you’re feeling afraid remember there’s hope inside\nFace every shadow purified\n\nTime is ticking and you keep thinking\n(Time is ticking, thinking)\nThat you are tricking your heart\n\nSo don’t deny\nEver, don’t deny\nListen, don’t deny (I don’t want you to deny)\nYou and I\n\nDon’t deny\nEver, don’t deny\nListen, don’t deny (Listen)\nDon’t deny you and I","https://youtube.com/watch?v=BYXr2FccjKE"
"181",287,2015,"1","3",13,"Belgium","Loic Nottet","Rhythm Inside","English","Pop","Male",1,186,190,37,31,4,"Listen to the sound of thunder\nRolling in the soul down under\nFar beneath the skin it rumbles\nStep to the step of the drum that rolls inside\n\nBe you enemy or lover\nWe are put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nBe you enemy or brother\nWe were put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nGonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat'll we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back","https://youtube.com/watch?v=IjH-HYAFICg"
"182",290,2015,"1","6",15,"Greece","Maria Elena Kyriakou","One Last Breath","English","Ballad","Female",1,29,24,4,5,19,"My soul, I guess I’m just no one\nYou killed me and I’m done, without a gun\nMy love will fade, I feel betrayed\nJust can’t be brave without faith\nHow could you, love?\n\nI’m begging you, take me wherever you have gone\nCome back and save me, don’t want to be alone\nNothing left, I just have one last breath\n\nI’m begging you, take me out of this fiery hell\nCome back and save me, what happened wasn’t fair\nNothing left, all that I have is one last breath\nOnly one last breath\n\nJust pain, fake love, a drunken lie\nI struggle to survive, I’m still alive\nI’m fighting tears and fears apart\nBut still it’s stuck inside my heart…\n\nI’m begging you, take me out of this fiery hell\nCome back and save me, what happened wasn’t fair\nNothing left, all that I have is one last breath\nOnly one last breath\n\nI’m begging you, take me wherever you have gone\nI’m begging you, take me, don’t wanna be alone\nAll that I have is one last breath\nOne last breath","https://youtube.com/watch?v=qD6epZ-YWSc"
"183",291,2015,"1","7",4,"Estonia","Elina Born & Stig Rasta","Goodbye to Yesterday","English","Pop","Mix",2,53,144,32,16,7,"I woke up at six AM,\nmy eyes were closed but my mind was awake,\npretended I was breathing in a deep sleep pace\n\nGot dressed so quietly,\nI was frozen by the jingle of my keys at the door\nas I got outside I smiled to the dog\n\nI didn't wanna wake you up,\nmy love was never gonna be enough,\nso I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop,\nlet's try again and say goodbye\nGoodbye to yesterday\n\nWhy would you think like that\nyeah, we fight a lot, but in the end,\nyou and I, we're a perfect match\n\nI wouldn't want it any other way,\nbut now you're gone and I'm all alone,\nlying here naked and staring at the phone\n\nI didn't wanna wake you up,\nmy love was never gonna be enough,\nso I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop,\nlet's try again and say goodbye,\nGoodbye to yesterday\n\nI didn't wanna wake you up,\nmy love was never gonna be enough,\nso I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop,\nlet's try again and say goodbye,\nGoodbye to yesterday\n\nGoodbye to yesterday\n\nOoh, goodbye to yesterday","https://youtube.com/watch?v=gSWbx3CvVUk"
"184",293,2015,"1","9",8,"Serbia","Bojana Stamenov","Beauty Never Lies","English","Pop","Female",1,12,86,16,4,10,"In a shadowy world lived a dazzling girl \nUnaware of the light she’d imprisoned inside.\nTook a million mistakes to lead her to daybreak,\nBut she made it through, now I know the truth!\n\nBeauty never lies, never hides, never gives a damn!\nBeauty never lies, no, it cries “Here I am!”\nFinally I can say , yes, I’m diff’rent, and it’s okay!\nHere I am!\n\nHad to shatter the fears laughing in the mirror\nUndermining me, now at last I see!\n\nBeauty never lies, never hides, never gives a damn!\nBeauty never lies, no, it cries “Here I am!”\nFinally I can say , yes, I’m diff’rent, and it’s okay!\nHere I am!\n\nBeneath the veil of skin the heart’s entangled in,\nBeauty’s embodied!\nBeneath the mask of shame, my soul is set aflame!\n\nBeauty never lies, never hides, never gives a damn!\nBeauty never lies, no, it cries “Here I am!”\nFinally I can say , yes, I’m diff’rent, and it’s okay!\nHere I am! Here I am!","https://youtube.com/watch?v=gXGo70i94S8"
"185",294,2015,"1","10",22,"Hungary","Boggie","Wars for Nothing","English","Pop","Female",1,29,17,4,8,20,"Do you know our Earth is a mess?\nAll the wars for nothing, it never ends\nEverybody deserves a chance\nAll the souls, all the souls\nCan you hear them cry?\n\nThat you live in peace does not mean\nIt's okay to ignore all the pain\nI see children joining the stars\nSoldiers walk towards the dark\nLet me ask\n\nCan you justify all the eyes\nThat will never see daylight?\nGive me one good reason to hurt\nA helpless soul, break a heart\nKill a mind\n\nDo you know how many innocents\nAre hiding from punishment\nFor crimes they'd never commit?\nAll alone, all alone\nDo they deserve\n\nTo die for believing something else?\nFor having a face someone can't stand\nDo you know our Earth is a mess?\nAll the wars for nothing\nIt never ends\n\nAll the souls, all alone\nHold them tight\nAll the souls deserve a chance\nAt life","https://youtube.com/watch?v=gzHNFFSFTIs"
"186",296,2015,"1","12",25,"Russia","Polina Gagarina","A Million Voices","English","Pop","Female",1,234,286,38,32,2,"We are the world's people\nDifferent yet we're the same\nWe believe\nWe believe in a dream\n\nPraying for peace and healing\nI hope we can start again\nWe believe\nWe believe in a dream\n\nSo if you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nNow as the world is listening\nFrom cities and satellites\nWe believe\nWe believe\nIn a dream\n\nIf you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nWhen I look around at these faces\nI can see the stars in the sky\nWe will sing\nWe will shine\n\n(When you hear our voices call\nYou won't be lonely anymore)\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nA million voices","https://youtube.com/watch?v=Q2gbKglCL5s"
"187",298,2015,"1","14",26,"Albania","Elhaida Dani","I'm Alive","English","Pop","Female",1,4,93,12,2,17,"I was too afraid right from the start\nTo even let you welcome in my heart\nYou cut it deep and left it bleeding\nHow will I ever heal these painful scars?\n\nI just can't help it\nI'm out of breath, I'm trying to find the words to say\nTime passed by\nNow it's brought the light\n\nI knew you will come, but let's speed up the light\nYou're my everything, all that I need\nYou shut down my dreams, but I'm not gonna cry\nYou live within me, 'cause I am alive\n\nI am alive, 'cause you are my light\nYou are my sun\nI am alive, 'cause you are my light\n\nYou name is printed crystal clear on the lights\nFrom all the sighs coming on my breath\nI'm blinded by this love, can't stop screaming out your name so loud\nWhere are you? Where? Baby, won't you come back?\n\n(Baby, please come back)\n(Baby, please come back)\n(Baby, please come back)\n\nI knew you will come, let's speed up the light\nYou're my everything, all that I need\nYou shut down my dreams, but I'm not gonna cry\nYou live within me, that's why I'm alive\n\nI am alive, 'cause you are my light\nYou are my sun\nI am alive, 'cause you are my light\nYeah…\n\n(I know you will come, but let's speed up the light)\nYou're my everything, you're all that I need\nYou shut down my dreams, but I'm not gonna cry\nYou live within me, that's why I'm alive\n\nI am alive, 'cause you are my light\nYou are my sun\nI am alive, 'cause you are my light","https://youtube.com/watch?v=GtpMLqiplfY"
"188",299,2015,"1","15",20,"Romania","Voltaj","De la capat","Romanian, English","Pop","Male",1,21,69,12,4,15,"Cântec de-ar fi viaţa mea\nVesel, trist, tot l-aş cânta\nNu aş rata nicio notă\n\nRâu de-ar fi l-aş înota\nPân’ la mare l-aş urma\nNu m-aş opri niciodată\nŞtii că\n\nViaţa n-are buton de rewind să\nPoţi să întorci ce-ai pierdut\nNu poţi nici să o pui pe pauză\nCând nu ştii ce-i de făcut\n\nDacă mâine noaptea n-ar mai avea vreo stea\nDacă întruna vântul spre mine ar sufla\nTu ai fi motivul, tu ai fi motivul să pot\nSă pot s-o iau de la capăt\n\nDacă mâine cerul ar fi prea plin de nori\nDacă nicio rază nu m-ar atinge-n zori\nTu ai fi motivul, tu ai fi motivul să pot\nSă pot s-o iau de la capăt\n\nAş zbura chiar şi-o noapte-ntreagă\nSpre zorii-n care ai fi tu\nPloile n-ar putea să-nţeleagă\nDe ce nu cad când sunt tot ud\n\nIf the stars tomorrow, no longer shine on us,\nIf a strong wind takes me, and I will turn to dust,\nYou will be the reason, you will be the reason to start,\nTo start all over again.\n\nIf the sky clouds over, with darkness never gone,\nIf the sun stays hidden, not waking in the dawn,\nYou will be the reason, you will be the reason to start,\nTo start all over again\n\nTo start all over again\nTo start all over again\nTo start all over again\nTo start all over again","https://youtube.com/watch?v=o7iOFkEymXA"
"189",300,2015,"1","16",23,"Georgia","Nina Sublatti","Warrior","English","Pop","Female",1,62,51,12,13,11,"Fighter\nOximated\nWorld gonna get up and see\nI’m a warrior\nIsolated\nWorld gonna listen to me\nViolence\nSet the Free\nWings are gonna spread up\nStill a fighter\nIsolated\nWorld gonna get up and see\n\nI’m warrior\nstill stucked in my mind\nI’ve been in danger for too long\nNo no no\nI’m warrior\nstill stucked in my mind\nI’ve been in danger for too long\nNo\n\nNot a shabby\nOr a money maker\nWorld gonna light up in peace\nNot in shadows\nBright a little\nNot your fault you’re just gonna breathe\nViolence\nBreak the free\nWings are gonna spread up\nStill a fighter\nOximated\nI’m gonna get up and be\n\nI’m warrior\nStill stucked in my mind\nI’ve been in danger for too long\nNo no no\nI’m warrior\nStill stucked in my mind\nI’ve been in danger for too long\nNo\n\nI’m warrior\nstill stucked in my mind\nI’ve been in danger for too long\nNo no no\nI’m warrior\nstill stucked in my mind\nI’ve been in danger for too long\nNo no no\n\nI’m warrior\nstill stucked in my mind\nI’ve been in danger for too long\nNo no no\nI’m warrior\nstill stucked in my mind\nI’ve been in danger for too long\nNo no no","https://youtube.com/watch?v=gWgDzQ0mWTg"
"190",301,2015,"2","1",7,"Lithuania","Monika Linkyte & Vaidas Baumila","This Time","English","Pop","Mix",2,31,44,6,9,18,"This time I think I’m falling in love\nThis time you’re sent from heaven above\nWhoo oo\n\nMy God, stop for a minute and think\nHow about we just go out for a drink\nWhoo oo\n\n‘Cause every time I close my eyes I feel you\nI’m feeling love\nLove, love\nRound and round and round and round we go\nI’m feeling love\nLove, love\nRound and round and round and right in my heart\n\nThis time I hope you don’t lie\nI help you put your troubles beyond\nWhoo oo\n\nI know there’s a reason for this\nOne kiss …\nAnd you will see what you miss\nWhoo oo\n\nI’m feeling love\nLove, love\nRound and round and round and round we go\nI’m feeling love\nLove, love\nRound and round and round and right in my heart\n\nIt’s this how we froze\nOut of love\nWhoo oo\n\nI’m feeling love\nI’m feeling love\nI’m feeling love\nWhoo oo\nLove\nRound and round and round and right in my heart","https://youtube.com/watch?v=r13a2VUTajU"
"191",304,2015,"2","4",16,"Montenegro","Knez","Adio","Montenegrin","Traditional","Male",1,44,34,5,9,13,"Nebo mi te donijelo\nNebo mi te uzelo\nJoš me boli što je boljelo\nDani su mi zidovi\nNoći su mi okovi\nJoš ti služim moja ljubavi\nJoš te ne dam maglama sa planina\nJoš te ne dam vodama iz dubina\nA ti kažeš pusti me, živ mi bio\nZaboravu predaj me, sad adio\n\nProcvjetao ruzmarin, savio se bijeli krin\nmeni sve na tugu miriše\nProbam da zaboravim, da na tebe ne mislim\nAl’ za tobom srce uzdiše\n\nJoš te ne dam maglama sa planina\nJoš te ne dam vodama iz dubina\nA ti kažeš pusti me, živ mi bio\nZaboravu predaj me, sad adio\n\nNa, na, naj, na na…\n\nJoš te ne dam maglama sa planina\nJoš te ne dam vodama iz dubina\nA ti kažeš pusti me, živ mi bio\nZaboravu predaj me, sad adio","https://youtube.com/watch?v=vrYmyTJ87vI"
"192",306,2015,"2","6",9,"Norway","Morland & Debrah Scarlett","A Monster Like Me","English","Ballad","Mix",2,163,37,10,24,8,"Honey, I’m telling the truth\nI did something terrible in my early youth\nMy mind went blank, I lost control\nI was just a little boy, I did not know\n\nI better let you go\nTo find the prince you thought you found in me\nI better set you free and give you up\nJust wave and say goodbye and let you live\nWithout a monster like me\n\nHoney, what am I to do?\nI have pulled the trigger on this awful truth\nOh, hold me now ’cause I’m burning up\nSing this song so beautiful, just make it stop\n\nI better let you go\nTo find the prince you thought you found in me\nI better set you free and give you up\nJust wave and say goodbye and let you live\nWithout a monster like me\n\nOh… oh…\nOh… oh…\n\nJust go\nTo find the prince you thought you found in me\nI better set you free and give you up\nJust wave and say goodbye and let you live\nWithout a monster like me, oh\n\nWithout a monster like me","https://youtube.com/watch?v=oVKJK9yb5xY"
"193",309,2015,"2","9",3,"Israel","Nadav Guedj","Golden Boy","English","Pop","Male",1,77,102,31,17,9,"Mama, someone broke my heart again\nTell her I don't think I can take it any more\nWhoah mama, someone broke my heart again\nNow I'm gonna ease my pain, dancing on the floor\n\nTake me out, I'm not in the mood for a broken heart\nGonna dance tonight, forget her\nNo, she doesn't know what I'm doing on the floor\nDid you say hello, my ladies?\n\nPull me baby, I'm your trigger\nYou know that my love is bigger\nLove, love, love, love\n(Love, love, love)\n\nLet the rhythm take us higher\nYou know when I'm on fire\nCheck me out\n(3, 2, 1, hey)\n\nI'm a golden boy, come here to enjoy\nI'm the king of fun, let me show you how we do it\nI'm a golden boy, come here to enjoy\nAnd before I leave, let me show you Tel Aviv\n\nHold me tight, we're not going home tonight\nOh yeah, do you like my dancing?\n\nPull me baby, I'm your trigger\nYou know that my love is bigger\nCheck me out\n(3, 2, 1, hey)\n\nI'm a golden boy, come here to enjoy\nI'm the king of fun, let me show you how we do it\nI'm a golden boy, come here to enjoy\nAnd before I leave, let me show you Tel Aviv\n\nThis is how we do it\nThis is how we do it\n\nMama, someone broke my heart again\nNow I'm gonna ease my pain, dancing on the floor\n\nI'm a golden boy, come here to enjoy\nI'm the king of fun, let me show you how we do it\nI'm a golden boy, come here to enjoy\nAnd before I leave, let me show you Tel Aviv\n\nNow dance, dance, dance, dance\nOkay, we gotta go\nThree minutes, bye bye","https://youtube.com/watch?v=5bi1lK91bas"
"194",310,2015,"2","10",19,"Latvia","Aminata","Love Injected","English","Pop","Female",1,249,88,22,35,6,"You bring the light to my darkest side, babe\nThe day, the night split together side, ooh\nYou care, you animate\nYou got me bare, bring up the heartbreak\n\nYour love revives my soul\nAnd I know you choose it all over all\n\nYour eyes are the mirror\nLook under the cover\nLove is above all\nI’m safe into your hands\nLet’s move away, the urges expand\n\nYour love revives my soul\nAnd I know you choose it all over all\n\nShow me the source of the light\nI’m becoming affected\nSeeing the glow of the way\nIs what I have detected\nSeeing it then in my life\nIt’s a shiny reflected\nLove injected, love injected\n\nYour love revives my soul\nAnd I know you choose it all over all","https://youtube.com/watch?v=PgmZaf1Sb_4"
"195",311,2015,"2","11",24,"Azerbaijan","Elnur Huseynov","Hour of the Wolf","English","Ballad","Male",1,40,48,8,8,12,"I hold my breath, I´m on the edge\nStorming hills, I´ve been lost and found\nI hope they're coming, I can hear them running\n\nI once met peace, he said that he\nSoon would have the answers to this hurt\nAnd my mind was made up, I would never give up\n\nNo I won't sleep tonight \nIf tomorrow comes I'll loose my mind\nI won't give up my right, I know every heart deserves a fight \n\nI will beat on the drum, rise above with me\nI will go till I'm numb, rise above with me\nNo I won't sleep tonight\n\nThey whine and roar, hungry for more\nYellow glowing eyes, I’m hypnotized\nI feel brave yet scared, but I'll stay prepared\n\nOh have my soul, it’s destined\nIt’s written in the sky \nLet me not be blinded by this hurt\nSet him loose I’m ready\nFor the stars to guide me\n\nNo I won't sleep tonight \nIf tomorrow comes I'll loose my mind\n\nNo I won't sleep tonight \nIf tomorrow comes I'll loose my mind\nI won't give up my right, I know every heart deserves a fight \n\nI will beat on the drum, rise above with me\nI will go till I'm numb, rise above with me\nNo I won't sleep tonight \n\nNo I won't sleep tonight \nIf tomorrow comes I'll loose my mind\nI won't give up my right, I know every heart deserves a fight","https://youtube.com/watch?v=L_y-yMIzTNc"
"196",313,2015,"2","13",10,"Sweden","Mans Zelmerlow","Heroes","English","Pop","Male",1,353,272,38,37,1,"Don't tell the gods I left a mess\nI can't undo what has been done\nLet's run for cover\n\nWhat if I'm the only hero left\nYou better fire off your gun\nOnce and forever\n\nHe said go dry your eyes\nAnd live your life like there is no tomorrow son\nAnd tell the others\nTo go sing it like a hummingbird\nThe greatest anthem ever heard\n\nWe are the heroes of our time\nBut we're dancing with the demons in our minds\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nThe crickets sing a song for you\nDon't say a word don't make a sound\nIt's lifes creation\n\nI make worms turn into butterflies\nWake up and turn this world around\nIn appreciation\n\nHe said I never left your side\nWhen you were lost I followed right behind\nWas your foundation\n\nNow go sing it like a hummingbird\nThe greatest anthem ever heard\nNow sing together\n\nWe are the heroes of our time\nHeroes\n\nBut we're dancing with the demons in our minds\nHeroes\n\nWe are the heroes\n\n(We keep dancing with the demons)\n(You could be a hero)\n\nNow go sing it like a hummingbird\nThe greatest anthem ever heard\nNow sing together\n\nWe are the heroes of our time\nHeroes\n\nBut we're dancing with the demons in our minds\nHeroes\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nWe are the heroes","https://youtube.com/watch?v=5sGOwFVUU0I"
"197",315,2015,"2","15",11,"Cyprus","John Karayiannis","One Thing I Should Have Done","English","Ballad","Male",1,63,8,1,15,22,"Tonight the rain is falling\nI'm feeling cold\nAnd I'm mad, off my mind without you\n\nMy head is spinning like a top\nBack to the time we had a lot\nGoing on\n\nNow my world lies shattered\nHow quickly life can change\n\nI always did everything for you\nI gave you my heart\nYou gave me yours, too\nYou make me feel I was really someone\nBut there's one thing I should have done\n\nOne day you think you'll have it all\nNext you're staring at the wall\nIn a dream\n\nThe road that once was paved\nWith gold's turned a rusty shade\nOf all the saddest colours in the world\n\nNow, my life's in tatters\nHow quickly it all can change\n\nI always did everything for you\nI gave you my heart\nYou gave me yours, too\nYou've made me feel I was really someone\nBut there's one thing I should have done\n\nI should have been there for you\nI should have been there for you\nI should have been there for you\nI should have been there\nI didn't do everything for you\nBut I tried so hard and that's the truth\n\nI'd make you feel you were really someone\nBut there's one thing I should have done\nI merely did everything for you\nI broke your heart, now mine's broken, too\nIn your hour of need I didn't come\nThat's the one thing I should have done","https://youtube.com/watch?v=r7qMNtK9uM8"
"198",316,2015,"2","16",1,"Slovenia","Maraaya","Here for You","English","Pop","Female",1,36,27,6,10,14,"When you’re down, down low\nAnd there’s no place you can go\nWhen you’re down, down, love\nYou know that I am here for you\n\nYou came into my life when I was broken\nYou heated up my heart when it was frozen\nAnd we got the flow, now it’s up we go\n\nAnd now that it’s your turn you wanna hide it\nA million times already you’ve denied it\nYou don’t have to fear, you don’t have to fight\n\nWhen you’re down, down low\nSinking in the undertow\nWhen you’re down, down low\nYou know that I am here for you\n\n‘Cause I know, know baby\nAll the hurt you never show\nWhen you’re down, down low\nYou gotta let me heal your aching soul\n\nYou came into my life when I was broken\nYou heated up my heart when it was frozen\nAnd we got the flow, now it’s up we go\n\n‘Cause you released my pain, now let me take it\nJust leave it at the door and we can make it\nYou don’t have to hide, I am by your side\n\nEverybody else sees in black and white\nYou look at wrong and make it right\nCan’t I open your eyes?\n\nWhen you’re down, down low\nSinking in the undertow\nWhen you’re down, down low\nYou know that I am here for you\n\n‘Cause I know, know baby\nAll the hurt you never show\nWhen you’re down, down low\nYou gotta let me heal your aching soul\n\n‘Cause I know, know baby\nAll the hurt you never show\nWhen you’re down, down low\nYou gotta let me heal your aching soul\n\nWhen you’re down, down low\nSinking in the undertow\nWhen you’re down, down low\nYou know that I am here for you","https://youtube.com/watch?v=lTuHbVKYgY0"
"199",317,2015,"2","17",18,"Poland","Monika Kuszynska","In the Name of Love","English","Ballad","Female",1,2,47,10,1,23,"Every time you’re broken hearted, sinking in the sorrow\nFeel the emptiness and have no faith, no strength to breathe\nI wanna tell you it’s gonna be better\nYou’ve got a greatness within you\n\nBeyond the field, let’s build the bridge\nFrom heart to heart, in the name of love\n\nEvery time you struggle with a fear about tomorrow\nCall the angels for the guidance, find another way\nI wanna tell you it’s gonna be better\nYou’ve got a greatness within you\n\nBeyond the field, let’s build the bridge\nFrom heart to heart, in the name of love\nBeyond the field, let’s build the bridge\nFrom heart to heart, in the name of love\n\nIn the name of love\nIn the name of love\n\nBeyond the field, let’s build the bridge\nFrom heart to heart, in the name of love\nBeyond the field, let’s build the bridge\nFrom heart to heart, in the name of love","https://youtube.com/watch?v=VBI8TQXi--M"
"200",318,2015,"-","-",2,"France","Lisa Angell","N'oubliez pas","French","Ballad","Female",1,24,3,1,8,25,"Il ne me reste que des larmes\nCes quelques notes venues d’autrefois\nEt le chant de nos prières\nNos cœurs qui espèrent\nEt le vide sous mes pas\n\nIl ne me reste que les cendres\nDe mon village plongé dans le silence\nJe ne suis qu’une blessure\nUn cœur sans armure\nComment survivre après ça?\n\nMais je suis là\nJe n’oublie pas\nDans mon village\nBalayé par l’histoire\nEt je vis là\nN’oubliez pas\nEffacée des cartes et des mémoires\n\nJe me souviens du rire des enfants\nLa voix des hommes quand ils partaient aux champs\nLes fêtes des moissons\nL’odeur dans les maisons\nLes éclats d’amour et de joie\n\nMais je suis là\nN’oubliez pas\nEffacée des cartes et des mémoires\n\nQuand ils sont arrivés\nCachés derrière leurs armes\nIls étaient des milliers\nIls riaient de nos larmes\nIls ont voulu détruire\nMes croyances sous leurs armes\nAvec des mots de haine\nQue l’on connaissait pas\n\nJe suis ici ce soir\nAu milieu de ces ruines\nPour vous parler d’espoir\nEt vous chanter la vie\nEt je fais le serment\nQuand séchera le sang\nDe reconstruire ma ville\nBien plus belle qu’avant\nMais n’oubliez pas","https://youtube.com/watch?v=tJful-Jtc9o"
"201",319,2015,"-","-",5,"United Kingdom","Electro Velvet","Still in Love with You","English","Pop","Mix",2,12,4,2,6,24,"Well, don't get on the wrong train\nDon't fly on an old plane\nDon't go out in the pouring rain\nYou might get wet, I'd be upset\n\nYou're bound to get sneezes\nOr nasty diseases\nTake good care when I'm not there\nI'm still in love with you\n\nWhile I'm on vacation\nYou be a good patient\nTake your medication\nI worry so each time I go\n\nTry to keep warm, dear\nIn case there's a storm, dear\nTake good care when I'm not there\nI'm still in love with you\n\nSome younger guys with roving eyes\nMay tantalise you with their lies\nYou must be wise and realise\nLeave well alone till you get home, dear\n\nWon't steal the fellas\nDon't wanna make you jealous\nNo need to fear when you're not here\nI'm still in love with you\n\n(Let's dance, dance)\n(Dance)\n\nDon't walk on the red light\nDon't stay out at midnight\nDon't get in a fist fight\nThat pretty face can't be replaced\n\nDon't get out at night, hun\nIt wouldn't be right, hun\nNo need to fear when you're not here\nI'm still in love with you\n\nOh yes?\n(Everybody dance, everybody dance)\n(Everybody dance)\n(Everybody dance, everybody dance)\n\nSounding good\nYou take care now, honey\n\nDon't make a fuss, you need to trust me\nThis is how it always must be\nWhen I start to think of us\nI can assure you, I adore you\n\nBecause you're so gorgeous\nYou need to be cautious\nTake good care when I'm not there\nI'm still in love with you\n\n(Da-da-da-dance)\nYou have a fun time (Dance)\nYou soak up that sunshine (Let's dance)\nBut don't drink too much wine\nJust one or two will have to do (Everybody dance)\n\nI know what you're thinking (Everybody dance)\nSo I might be drinking\nNo need to fear when you're not here\nI'm still in love with you\n\nI'm still in love with you\nI'm still in love with you","https://youtube.com/watch?v=Ethyx4A5ajM"
"202",320,2015,"-","-",14,"Austria","The Makemakes","I Am Yours","English","Ballad","Male",1,40,0,0,12,26,"Anytime that you’re thinking of me\nThat you might want me, I come on over\nDon’t you know, anytime, anyplace, I am yours\n\nYou’re a lesson that I love learning\nSo anytime that you’ve got a yearning\nDon’t you know, anytime, any place, I am yours\n\nYou’re the one I belong to, the one thing that feels true\nEverything that I could ever want\nIf you ever need me, I’m waiting on you\nTo arrive through the door, anytime, any place, I’m yours\n\nIf you’re hoping for second chances\nOf stolen kisses, I got the answer\nDon’t you know, anytime, any place, I’m yours\n\nYou’re the one I belong to, the one thing that feels true\nEverything I could ever want\nIf you ever need me, I’m waiting on you\nTo arrive through the door, anytime, any place, I’m yours\n\nYou’re the one I belong to, the one thing that feels true\nEverything I could ever want\nIf you ever need me, I’m waiting on you\nTo arrive through the door, anytime, any place, I’m yours\nAnytime, any place, I’m yours","https://youtube.com/watch?v=-f993p0CAV8"
